drug,disease
drug::DB00456,disease::5972
drug::DB00218,disease::5972
drug::DB00685,disease::5972
drug::DB09335,disease::5972
drug::DB00365,disease::5972
drug::DB00199,disease::5972
drug::DB01044,disease::5972
drug::DB01208,disease::5972
drug::DB12825,disease::5972
drug::DB01137,disease::5972
drug::DB12070,disease::5132
drug::DB00537,disease::1517
drug::DB00537,disease::1673
drug::DB00537,disease::45031
drug::DB00537,disease::916
drug::DB01165,disease::1517
drug::DB01165,disease::1673
drug::DB01165,disease::45031
drug::DB01165,disease::916
drug::DB01059,disease::1517
drug::DB01059,disease::1673
drug::DB01059,disease::45031
drug::DB01059,disease::916
drug::DB00415,disease::1517
drug::DB00415,disease::1673
drug::DB00415,disease::45031
drug::DB00415,disease::916
drug::DB00537,disease::19345
drug::DB01165,disease::19345
drug::DB00440,disease::19345
drug::DB01015,disease::19345
drug::DB01059,disease::19345
drug::DB00415,disease::19345
drug::DB00576,disease::19345
drug::DB06168,disease::16168
drug::DB06372,disease::16168
drug::DB00026,disease::16168
drug::DB06168,disease::19434
drug::DB06168,disease::17708
drug::DB06168,disease::18088
drug::DB06168,disease::9572
drug::DB01394,disease::18088
drug::DB01394,disease::9572
drug::DB06168,disease::7727
drug::DB00931,disease::916
drug::DB09128,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB13676,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB12710,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB06016,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01618,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00623,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB06216,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00420,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00850,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00433,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00933,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01624,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00502,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00477,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB08815,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01623,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB06077,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00875,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00408,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB04842,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00391,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB13403,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB08922,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00246,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01267,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB04946,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB09223,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00334,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01238,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB14185,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00831,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01239,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB01224,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB06144,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB00734,disease::5090_13498_8414_10897_33312_10943_11552_14092_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506
drug::DB06119,disease::5384
drug::DB06119,disease::6891
drug::DB00252,disease::6891
drug::DB00532,disease::5384
drug::DB00532,disease::6891
drug::DB08883,disease::5384
drug::DB08883,disease::6891
drug::DB05541,disease::5384
drug::DB05541,disease::6891
drug::DB00564,disease::6891
drug::DB00776,disease::6891
drug::DB09119,disease::5384
drug::DB09119,disease::6891
drug::DB00794,disease::6891
drug::DB00857,disease::1628
drug::DB01188,disease::1628
drug::DB01110,disease::1628
drug::DB09041,disease::1628
drug::DB09040,disease::1628
drug::DB00400,disease::1628
drug::DB00857,disease::5915
drug::DB14123,disease::5915
drug::DB00971,disease::5915
drug::DB13684,disease::5915
drug::DB01026,disease::5915
drug::DB00239,disease::5915
drug::DB06820,disease::5915
drug::DB03904,disease::5915
drug::DB01188,disease::5915
drug::DB01127,disease::5915
drug::DB00525,disease::5915
drug::DB00257,disease::5915
drug::DB01110,disease::5915
drug::DB09321,disease::5915
drug::DB01091,disease::5915
drug::DB01026,disease::15908
drug::DB01263,disease::15908
drug::DB00882,disease::21124
drug::DB00563,disease::2629
drug::DB00997,disease::2629
drug::DB11742,disease::44211_44212_44213
drug::DB00341,disease::44211_44212_44213
drug::DB00950,disease::44211_44212_44213
drug::DB00455,disease::44211_44212_44213
drug::DB00637,disease::44211_44212_44213
drug::DB00342,disease::44211_44212_44213
drug::DB00043,disease::44211_44212_44213
drug::DB06282,disease::44211_44212_44213
drug::DB00967,disease::44211_44212_44213
drug::DB06822,disease::5279
drug::DB09259,disease::5279
drug::DB00013,disease::5279
drug::DB09075,disease::5279
drug::DB01418,disease::5279
drug::DB00009,disease::5279
drug::DB09051,disease::10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172
drug::DB01119,disease::24677
drug::DB11063,disease::6733
drug::DB11061,disease::6733
drug::DB14478,disease::6733
drug::DB11060,disease::6733
drug::DB00091,disease::6733
drug::DB01839,disease::6733
drug::DB09287,disease::6733
drug::DB11077,disease::6733
drug::DB11161,disease::6733
drug::DB11236,disease::6733
drug::DB00871,disease::6733
drug::DB00137,disease::6733
drug::DB11611,disease::6733
drug::DB00091,disease::10030
drug::DB01270,disease::5266
drug::DB01270,disease::1687
drug::DB00407,disease::809
drug::DB00407,disease::18854
drug::DB01109,disease::809
drug::DB01109,disease::18854
drug::DB01225,disease::809
drug::DB01225,disease::18854
drug::DB06005,disease::809
drug::DB06005,disease::18854
drug::DB06779,disease::809
drug::DB06779,disease::18854
drug::DB09260,disease::809
drug::DB09260,disease::18854
drug::DB15404,disease::809
drug::DB15404,disease::18854
drug::DB01597,disease::5025_6669
drug::DB01597,disease::6981
drug::DB00415,disease::5025_6669
drug::DB00415,disease::6981
drug::DB01598,disease::5025_6669
drug::DB01598,disease::6981
drug::DB01053,disease::5025_6669
drug::DB01053,disease::6981
drug::DB09320,disease::5025_6669
drug::DB09320,disease::6981
drug::DB00916,disease::5025_6669
drug::DB00916,disease::6981
drug::DB01327,disease::5025_6669
drug::DB01327,disease::6981
drug::DB01139,disease::5025_6669
drug::DB01139,disease::6981
drug::DB00512,disease::5025_6669
drug::DB00512,disease::6981
drug::DB06811,disease::8638
drug::DB00464,disease::8638
drug::DB01080,disease::18097
drug::DB01080,disease::10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353
drug::DB00048,disease::8231
drug::DB00048,disease::6361
drug::DB00048,disease::1725
drug::DB03793,disease::8231
drug::DB03793,disease::6361
drug::DB03793,disease::1725
drug::DB02362,disease::8231
drug::DB02362,disease::6361
drug::DB02362,disease::1725
drug::DB00711,disease::19297
drug::DB00711,disease::5761
drug::DB00711,disease::4802
drug::DB06602,disease::4802
drug::DB06612,disease::4802
drug::DB12023,disease::4802
drug::DB00711,disease::16566
drug::DB00711,disease::17137
drug::DB00602,disease::17137
drug::DB11431,disease::17137
drug::DB01240,disease::1999_5149
drug::DB00820,disease::1999_5149
drug::DB00559,disease::1999_5149
drug::DB00435,disease::1999_5149
drug::DB04564,disease::6678
drug::DB04564,disease::1270
drug::DB00608,disease::1601
drug::DB01611,disease::1601
drug::DB00169,disease::20578
drug::DB00169,disease::1068
drug::DB00169,disease::5520
drug::DB00153,disease::20578
drug::DB00153,disease::1068
drug::DB00153,disease::5520
drug::DB01133,disease::9394
drug::DB00630,disease::9394
drug::DB00017,disease::9394
drug::DB00282,disease::9394
drug::DB01077,disease::9394
drug::DB00399,disease::9394
drug::DB00884,disease::9394
drug::DB01017,disease::5076_5593
drug::DB06736,disease::8143_7704_11923_12893_12894_12568
drug::DB06736,disease::5178_6629_5416_6630_6631_6632
drug::DB06736,disease::6816
drug::DB00814,disease::8143_7704_11923_12893_12894_12568
drug::DB00814,disease::5178_6629_5416_6630_6631_6632
drug::DB00814,disease::6816
drug::DB00936,disease::8143_7704_11923_12893_12894_12568
drug::DB00936,disease::5178_6629_5416_6630_6631_6632
drug::DB00936,disease::6816
drug::DB01401,disease::8143_7704_11923_12893_12894_12568
drug::DB01401,disease::5178_6629_5416_6630_6631_6632
drug::DB01401,disease::6816
drug::DB00939,disease::8143_7704_11923_12893_12894_12568
drug::DB00939,disease::5178_6629_5416_6630_6631_6632
drug::DB00939,disease::6816
drug::DB07477,disease::8143_7704_11923_12893_12894_12568
drug::DB07477,disease::5178_6629_5416_6630_6631_6632
drug::DB07477,disease::6816
drug::DB13527,disease::8143_7704_11923_12893_12894_12568
drug::DB13527,disease::5178_6629_5416_6630_6631_6632
drug::DB13527,disease::6816
drug::DB14509,disease::8143_7704_11923_12893_12894_12568
drug::DB14509,disease::5178_6629_5416_6630_6631_6632
drug::DB14509,disease::6816
drug::DB01399,disease::8143_7704_11923_12893_12894_12568
drug::DB01399,disease::5178_6629_5416_6630_6631_6632
drug::DB01399,disease::6816
drug::DB00328,disease::8143_7704_11923_12893_12894_12568
drug::DB00328,disease::5178_6629_5416_6630_6631_6632
drug::DB00328,disease::6816
drug::DB09213,disease::8143_7704_11923_12893_12894_12568
drug::DB09213,disease::5178_6629_5416_6630_6631_6632
drug::DB09213,disease::6816
drug::DB00712,disease::8143_7704_11923_12893_12894_12568
drug::DB00712,disease::5178_6629_5416_6630_6631_6632
drug::DB00712,disease::6816
drug::DB05381,disease::8143_7704_11923_12893_12894_12568
drug::DB05381,disease::5178_6629_5416_6630_6631_6632
drug::DB05381,disease::6816
drug::DB00945,disease::8143_7704_11923_12893_12894_12568
drug::DB00945,disease::5178_6629_5416_6630_6631_6632
drug::DB00945,disease::6816
drug::DB00461,disease::8143_7704_11923_12893_12894_12568
drug::DB00461,disease::5178_6629_5416_6630_6631_6632
drug::DB00461,disease::6816
drug::DB00749,disease::8143_7704_11923_12893_12894_12568
drug::DB00749,disease::5178_6629_5416_6630_6631_6632
drug::DB00749,disease::6816
drug::DB12354,disease::8143_7704_11923_12893_12894_12568
drug::DB12354,disease::5178_6629_5416_6630_6631_6632
drug::DB12354,disease::6816
drug::DB00605,disease::8143_7704_11923_12893_12894_12568
drug::DB00605,disease::5178_6629_5416_6630_6631_6632
drug::DB00605,disease::6816
drug::DB00554,disease::8143_7704_11923_12893_12894_12568
drug::DB00554,disease::5178_6629_5416_6630_6631_6632
drug::DB00554,disease::6816
drug::DB13363,disease::8143_7704_11923_12893_12894_12568
drug::DB13363,disease::5178_6629_5416_6630_6631_6632
drug::DB13363,disease::6816
drug::DB01600,disease::8143_7704_11923_12893_12894_12568
drug::DB01600,disease::5178_6629_5416_6630_6631_6632
drug::DB01600,disease::6816
drug::DB08984,disease::8143_7704_11923_12893_12894_12568
drug::DB08984,disease::5178_6629_5416_6630_6631_6632
drug::DB08984,disease::6816
drug::DB12399,disease::8143_7704_11923_12893_12894_12568
drug::DB12399,disease::5178_6629_5416_6630_6631_6632
drug::DB12399,disease::6816
drug::DB00573,disease::8143_7704_11923_12893_12894_12568
drug::DB00573,disease::5178_6629_5416_6630_6631_6632
drug::DB00573,disease::6816
drug::DB00193,disease::8143_7704_11923_12893_12894_12568
drug::DB00193,disease::5178_6629_5416_6630_6631_6632
drug::DB00193,disease::6816
drug::DB00500,disease::8143_7704_11923_12893_12894_12568
drug::DB00500,disease::5178_6629_5416_6630_6631_6632
drug::DB00500,disease::6816
drug::DB00861,disease::8143_7704_11923_12893_12894_12568
drug::DB00861,disease::5178_6629_5416_6630_6631_6632
drug::DB00861,disease::6816
drug::DB00788,disease::8143_7704_11923_12893_12894_12568
drug::DB00788,disease::5178_6629_5416_6630_6631_6632
drug::DB00788,disease::6816
drug::DB01283,disease::8143_7704_11923_12893_12894_12568
drug::DB01283,disease::5178_6629_5416_6630_6631_6632
drug::DB01283,disease::6816
drug::DB01009,disease::8143_7704_11923_12893_12894_12568
drug::DB01009,disease::5178_6629_5416_6630_6631_6632
drug::DB01009,disease::6816
drug::DB00991,disease::8143_7704_11923_12893_12894_12568
drug::DB00991,disease::5178_6629_5416_6630_6631_6632
drug::DB00991,disease::6816
drug::DB01397,disease::8143_7704_11923_12893_12894_12568
drug::DB01397,disease::5178_6629_5416_6630_6631_6632
drug::DB01397,disease::6816
drug::DB00482,disease::8143_7704_11923_12893_12894_12568
drug::DB00482,disease::5178_6629_5416_6630_6631_6632
drug::DB00482,disease::6816
drug::DB00533,disease::8143_7704_11923_12893_12894_12568
drug::DB00533,disease::5178_6629_5416_6630_6631_6632
drug::DB00533,disease::6816
drug::DB01050,disease::8143_7704_11923_12893_12894_12568
drug::DB01050,disease::5178_6629_5416_6630_6631_6632
drug::DB01050,disease::6816
drug::DB00586,disease::8143_7704_11923_12893_12894_12568
drug::DB00586,disease::5178_6629_5416_6630_6631_6632
drug::DB00586,disease::6816
drug::DB07402,disease::8143_7704_11923_12893_12894_12568
drug::DB07402,disease::5178_6629_5416_6630_6631_6632
drug::DB07402,disease::6816
drug::DB00196,disease::5886
drug::DB00196,disease::2026
drug::DB01026,disease::5886
drug::DB01026,disease::2026
drug::DB00257,disease::5886
drug::DB00257,disease::2026
drug::DB00646,disease::5886
drug::DB00646,disease::2026
drug::DB00681,disease::5886
drug::DB00681,disease::2026
drug::DB00938,disease::4784
drug::DB00588,disease::4784
drug::DB00983,disease::4784
drug::DB00471,disease::4784
drug::DB00744,disease::4784
drug::DB00244,disease::7005
drug::DB12243,disease::20671
drug::DB12243,disease::5098
drug::DB12749,disease::20671
drug::DB12749,disease::5098
drug::DB00009,disease::20671
drug::DB00009,disease::5098
drug::DB12243,disease::12945_11691_12077_8780_11196_27694_11951_10459_11223_11632_14223_12790_12753_13715_7103_13264_13891_14181_4976_5145_11952
drug::DB00740,disease::12945_11691_12077_8780_11196_27694_11951_10459_11223_11632_14223_12790_12753_13715_7103_13264_13891_14181_4976_5145_11952
